id,sede_id,numero_sala,n_butacas
SL0008512,S00001099,5,45
SL0008513,S00001099,6,20
SL0008514,S00001099,7,45
SL0008515,S00001099,8,30
SL0008516,S00001099,9,35
SL0008517,S00001099,10,30
SL0008518,S00001100,1,20
SL0008519,S00001100,2,45
SL0008520,S00001100,3,20
SL0008521,S00001100,4,30
SL0008522,S00001100,5,50
SL0008523,S00001100,6,30
SL0008524,S00001100,7,30
SL0008525,S00001100,8,20
SL0008526,S00001101,1,20
SL0008527,S00001101,2,30
SL0008528,S00001101,3,45
SL0008529,S00001101,4,20
SL0008530,S00001101,5,30
SL0008531,S00001102,1,20
SL0008532,S00001102,2,30
SL0008533,S00001102,3,35
SL0008534,S00001102,4,35
SL0008535,S00001102,5,35
SL0008536,S00001102,6,20
SL0008537,S00001102,7,50
SL0008538,S00001102,8,35
SL0008539,S00001102,9,45
SL0008540,S00001102,10,20
SL0008541,S00001103,1,30
SL0008542,S00001103,2,20
SL0008543,S00001103,3,45
SL0008544,S00001103,4,45
SL0008545,S00001103,5,50
SL0008546,S00001103,6,20
SL0008547,S00001103,7,20
SL0008548,S00001103,8,45
SL0008549,S00001104,1,50
SL0008550,S00001104,2,45
SL0008551,S00001104,3,50
SL0008552,S00001104,4,20
SL0008553,S00001104,5,50
SL0008554,S00001104,6,30
SL0008555,S00001104,7,35
SL0008556,S00001104,8,35
SL0008557,S00001105,1,20
SL0008558,S00001105,2,50
SL0008559,S00001105,3,35
SL0008560,S00001105,4,35
SL0008561,S00001105,5,35
SL0008562,S00001105,6,45
SL0008563,S00001105,7,30
SL0008564,S00001105,8,35
SL0008565,S00001105,9,35
SL0008566,S00001105,10,30
SL0008567,S00001106,1,35
SL0008568,S00001106,2,35
SL0008569,S00001106,3,45
SL0008570,S00001106,4,30
SL0008571,S00001106,5,30
SL0008572,S00001107,1,20
SL0008573,S00001107,2,50
SL0008574,S00001107,3,30
SL0008575,S00001107,4,20
SL0008576,S00001107,5,30
SL0008577,S00001107,6,45
SL0008578,S00001107,7,30
SL0008579,S00001107,8,50
SL0008580,S00001107,9,50
SL0008581,S00001107,10,45
SL0008582,S00001108,1,20
SL0008583,S00001108,2,30
SL0008584,S00001108,3,50
SL0008585,S00001108,4,20
SL0008586,S00001108,5,35
SL0008587,S00001108,6,20
SL0008588,S00001108,7,20
SL0008589,S00001108,8,20
SL0008590,S00001109,1,30
SL0008591,S00001109,2,30
SL0008592,S00001109,3,45
SL0008593,S00001109,4,50
SL0008594,S00001109,5,50
SL0008595,S00001109,6,45
SL0008596,S00001109,7,30
SL0008597,S00001109,8,20
SL0008598,S00001109,9,45
SL0008599,S00001109,10,30
SL0008600,S00001110,1,35
SL0008601,S00001110,2,45
SL0008602,S00001110,3,20
SL0008603,S00001110,4,20
SL0008604,S00001110,5,30
SL0008605,S00001110,6,30
SL0008606,S00001110,7,45
SL0008607,S00001110,8,30
SL0008608,S00001110,9,35
SL0008609,S00001110,10,35
SL0008610,S00001111,1,20
SL0008611,S00001111,2,20
SL0008612,S00001111,3,45
SL0008613,S00001111,4,45
SL0008614,S00001111,5,35
SL0008615,S00001111,6,35
SL0008616,S00001111,7,20
SL0008617,S00001111,8,45
SL0008618,S00001111,9,50
SL0008619,S00001111,10,30
SL0008620,S00001112,1,30
SL0008621,S00001112,2,45
SL0008622,S00001112,3,50
SL0008623,S00001112,4,35
SL0008624,S00001112,5,20
SL0008625,S00001112,6,50
SL0008626,S00001112,7,20
SL0008627,S00001112,8,35
SL0008628,S00001113,1,45
SL0008629,S00001113,2,45
SL0008630,S00001113,3,50
SL0008631,S00001113,4,50
SL0008632,S00001113,5,30
SL0008633,S00001113,6,30
SL0008634,S00001113,7,30
SL0008635,S00001113,8,35
SL0008636,S00001113,9,20
SL0008637,S00001113,10,50
SL0008638,S00001114,1,45
SL0008639,S00001114,2,45
SL0008640,S00001114,3,45
SL0008641,S00001114,4,45
SL0008642,S00001114,5,45
SL0008643,S00001114,6,20
SL0008644,S00001114,7,30
SL0008645,S00001114,8,20
SL0008646,S00001115,1,20
SL0008647,S00001115,2,50
SL0008648,S00001115,3,30
SL0008649,S00001115,4,50
SL0008650,S00001115,5,50
SL0008651,S00001115,6,30
SL0008652,S00001115,7,20
SL0008653,S00001115,8,45
SL0008654,S00001116,1,35
SL0008655,S00001116,2,35
SL0008656,S00001116,3,30
SL0008657,S00001116,4,35
SL0008658,S00001116,5,30
SL0008659,S00001117,1,35
SL0008660,S00001117,2,30
SL0008661,S00001117,3,20
SL0008662,S00001117,4,35
SL0008663,S00001117,5,45
SL0008664,S00001117,6,50
SL0008665,S00001117,7,35
SL0008666,S00001117,8,35
SL0008667,S00001118,1,20
SL0008668,S00001118,2,50
SL0008669,S00001118,3,20
SL0008670,S00001118,4,30
SL0008671,S00001118,5,30
SL0008672,S00001118,6,35
SL0008673,S00001118,7,50
SL0008674,S00001118,8,30
SL0008675,S00001118,9,50
SL0008676,S00001118,10,20
SL0008677,S00001119,1,45
SL0008678,S00001119,2,30
SL0008679,S00001119,3,30
SL0008680,S00001119,4,30
SL0008681,S00001119,5,35
SL0008682,S00001119,6,20
SL0008683,S00001119,7,20
SL0008684,S00001119,8,50
SL0008685,S00001120,1,35
SL0008686,S00001120,2,30
SL0008687,S00001120,3,30
SL0008688,S00001120,4,45
SL0008689,S00001120,5,50
SL0008690,S00001120,6,20
SL0008691,S00001120,7,45
SL0008692,S00001120,8,30
SL0008693,S00001120,9,35
SL0008694,S00001120,10,35
SL0008695,S00001121,1,50
SL0008696,S00001121,2,45
SL0008697,S00001121,3,30
SL0008698,S00001121,4,45
SL0008699,S00001121,5,20
SL0008700,S00001121,6,35
SL0008701,S00001121,7,30
SL0008702,S00001121,8,45
SL0008703,S00001121,9,35
SL0008704,S00001121,10,45
SL0008705,S00001122,1,20
SL0008706,S00001122,2,35
SL0008707,S00001122,3,20
SL0008708,S00001122,4,45
SL0008709,S00001122,5,35
SL0008710,S00001122,6,45
SL0008711,S00001122,7,20
SL0008712,S00001122,8,30
SL0008713,S00001123,1,50
SL0008714,S00001123,2,30
SL0008715,S00001123,3,30
SL0008716,S00001123,4,35
SL0008717,S00001123,5,30
SL0008718,S00001124,1,45
SL0008719,S00001124,2,50
SL0008720,S00001124,3,50
SL0008721,S00001124,4,50
SL0008722,S00001124,5,20
SL0008723,S00001124,6,45
SL0008724,S00001124,7,45
SL0008725,S00001124,8,50
SL0008726,S00001124,9,35
SL0008727,S00001124,10,30
SL0008728,S00001125,1,50
SL0008729,S00001125,2,30
SL0008730,S00001125,3,20
SL0008731,S00001125,4,20
SL0008732,S00001125,5,45
SL0008733,S00001125,6,50
SL0008734,S00001125,7,45
SL0008735,S00001125,8,20
SL0008736,S00001126,1,30
SL0008737,S00001126,2,20
SL0008738,S00001126,3,50
SL0008739,S00001126,4,30
SL0008740,S00001126,5,35
SL0008741,S00001126,6,45
SL0008742,S00001126,7,50
SL0008743,S00001126,8,45
SL0008744,S00001126,9,30
SL0008745,S00001126,10,45
SL0008746,S00001127,1,35
SL0008747,S00001127,2,35
SL0008748,S00001127,3,50
SL0008749,S00001127,4,50
SL0008750,S00001127,5,20
SL0008751,S00001128,1,30
SL0008752,S00001128,2,30
SL0008753,S00001128,3,30
SL0008754,S00001128,4,50
SL0008755,S00001128,5,50
SL0008756,S00001129,1,45
SL0008757,S00001129,2,30
SL0008758,S00001129,3,20
SL0008759,S00001129,4,50
SL0008760,S00001129,5,45
SL0008761,S00001130,1,45
SL0008762,S00001130,2,30
SL0008763,S00001130,3,50
SL0008764,S00001130,4,45
SL0008765,S00001130,5,35
SL0008766,S00001130,6,50
SL0008767,S00001130,7,20
SL0008768,S00001130,8,35
SL0008769,S00001130,9,30
SL0008770,S00001130,10,45
SL0008771,S00001131,1,50
SL0008772,S00001131,2,20
SL0008773,S00001131,3,45
SL0008774,S00001131,4,20
SL0008775,S00001131,5,30
SL0008776,S00001131,6,20
SL0008777,S00001131,7,45
SL0008778,S00001131,8,30
SL0008779,S00001131,9,45
SL0008780,S00001131,10,35
SL0008781,S00001132,1,30
SL0008782,S00001132,2,45
SL0008783,S00001132,3,35
SL0008784,S00001132,4,35
SL0008785,S00001132,5,35
SL0008786,S00001132,6,30
SL0008787,S00001132,7,30
SL0008788,S00001132,8,35
SL0008789,S00001133,1,30
SL0008790,S00001133,2,50
SL0008791,S00001133,3,35
SL0008792,S00001133,4,30
SL0008793,S00001133,5,35
SL0008794,S00001133,6,45
SL0008795,S00001133,7,45
SL0008796,S00001133,8,20
SL0008797,S00001133,9,50
SL0008798,S00001133,10,45
SL0008799,S00001134,1,30
SL0008800,S00001134,2,20
SL0008801,S00001134,3,50
SL0008802,S00001134,4,20
SL0008803,S00001134,5,30
SL0008804,S00001135,1,30
SL0008805,S00001135,2,35
SL0008806,S00001135,3,30
SL0008807,S00001135,4,50
SL0008808,S00001135,5,30
SL0008809,S00001135,6,50
SL0008810,S00001135,7,45
SL0008811,S00001135,8,45
SL0008812,S00001135,9,45
SL0008813,S00001135,10,45
SL0008814,S00001136,1,35
SL0008815,S00001136,2,30
SL0008816,S00001136,3,45
SL0008817,S00001136,4,35
SL0008818,S00001136,5,50
SL0008819,S00001136,6,30
SL0008820,S00001136,7,30
SL0008821,S00001136,8,45
SL0008822,S00001136,9,35
SL0008823,S00001136,10,50
SL0008824,S00001137,1,45
SL0008825,S00001137,2,30
SL0008826,S00001137,3,20
SL0008827,S00001137,4,35
SL0008828,S00001137,5,20
SL0008829,S00001137,6,50
SL0008830,S00001137,7,45
SL0008831,S00001137,8,30
SL0008832,S00001137,9,35
SL0008833,S00001137,10,35
SL0008834,S00001138,1,35
SL0008835,S00001138,2,45
SL0008836,S00001138,3,20
SL0008837,S00001138,4,50
SL0008838,S00001138,5,30
SL0008839,S00001138,6,30
SL0008840,S00001138,7,30
SL0008841,S00001138,8,45
SL0008842,S00001139,1,35
SL0008843,S00001139,2,20
SL0008844,S00001139,3,45
SL0008845,S00001139,4,20
SL0008846,S00001139,5,20
SL0008847,S00001140,1,50
SL0008848,S00001140,2,30
SL0008849,S00001140,3,45
SL0008850,S00001140,4,50
SL0008851,S00001140,5,50
SL0008852,S00001141,1,45
SL0008853,S00001141,2,50
SL0008854,S00001141,3,30
SL0008855,S00001141,4,45
SL0008856,S00001141,5,45
SL0008857,S00001141,6,50
SL0008858,S00001141,7,50
SL0008859,S00001141,8,35
SL0008860,S00001141,9,30
SL0008861,S00001141,10,35
SL0008862,S00001142,1,20
SL0008863,S00001142,2,35
SL0008864,S00001142,3,20
SL0008865,S00001142,4,30
SL0008866,S00001142,5,45
SL0008867,S00001143,1,30
SL0008868,S00001143,2,20
SL0008869,S00001143,3,45
SL0008870,S00001143,4,30
SL0008871,S00001143,5,45
SL0008872,S00001143,6,20
SL0008873,S00001143,7,30
SL0008874,S00001143,8,45
SL0008875,S00001144,1,35
SL0008876,S00001144,2,45
SL0008877,S00001144,3,50
SL0008878,S00001144,4,45
SL0008879,S00001144,5,35
SL0008880,S00001144,6,35
SL0008881,S00001144,7,50
SL0008882,S00001144,8,30
SL0008883,S00001145,1,35
SL0008884,S00001145,2,30
SL0008885,S00001145,3,50
SL0008886,S00001145,4,20
SL0008887,S00001145,5,35
SL0008888,S00001145,6,45
SL0008889,S00001145,7,35
SL0008890,S00001145,8,35
SL0008891,S00001146,1,50
SL0008892,S00001146,2,45
SL0008893,S00001146,3,20
SL0008894,S00001146,4,45
SL0008895,S00001146,5,45
SL0008896,S00001146,6,45
SL0008897,S00001146,7,35
SL0008898,S00001146,8,45
SL0008899,S00001146,9,45
SL0008900,S00001146,10,30
SL0008901,S00001147,1,20
SL0008902,S00001147,2,45
SL0008903,S00001147,3,30
SL0008904,S00001147,4,45
SL0008905,S00001147,5,45
SL0008906,S00001148,1,50
SL0008907,S00001148,2,20
SL0008908,S00001148,3,50
SL0008909,S00001148,4,20
SL0008910,S00001148,5,50
SL0008911,S00001149,1,50
SL0008912,S00001149,2,50
SL0008913,S00001149,3,35
SL0008914,S00001149,4,20
SL0008915,S00001149,5,20
SL0008916,S00001149,6,30
SL0008917,S00001149,7,35
SL0008918,S00001149,8,20
SL0008919,S00001150,1,20
SL0008920,S00001150,2,50
SL0008921,S00001150,3,50
SL0008922,S00001150,4,35
SL0008923,S00001150,5,45
SL0008924,S00001150,6,35
SL0008925,S00001150,7,50
SL0008926,S00001150,8,35
SL0008927,S00001151,1,30
SL0008928,S00001151,2,20
SL0008929,S00001151,3,50
SL0008930,S00001151,4,50
SL0008931,S00001151,5,50
SL0008932,S00001152,1,45
SL0008933,S00001152,2,50
SL0008934,S00001152,3,35
SL0008935,S00001152,4,30
SL0008936,S00001152,5,30
SL0008937,S00001152,6,20
SL0008938,S00001152,7,20
SL0008939,S00001152,8,30
SL0008940,S00001153,1,30
SL0008941,S00001153,2,50
SL0008942,S00001153,3,20
SL0008943,S00001153,4,50
SL0008944,S00001153,5,35
SL0008945,S00001154,1,30
SL0008946,S00001154,2,35
SL0008947,S00001154,3,45
SL0008948,S00001154,4,45
SL0008949,S00001154,5,35
SL0008950,S00001155,1,50
SL0008951,S00001155,2,30
SL0008952,S00001155,3,45
SL0008953,S00001155,4,20
SL0008954,S00001155,5,50
SL0008955,S00001155,6,50
SL0008956,S00001155,7,35
SL0008957,S00001155,8,20
SL0008958,S00001155,9,30
SL0008959,S00001155,10,45
SL0008960,S00001156,1,20
SL0008961,S00001156,2,20
SL0008962,S00001156,3,35
SL0008963,S00001156,4,30
SL0008964,S00001156,5,20
SL0008965,S00001156,6,50
SL0008966,S00001156,7,20
SL0008967,S00001156,8,50
SL0008968,S00001156,9,20
SL0008969,S00001156,10,30
SL0008970,S00001157,1,45
SL0008971,S00001157,2,50
SL0008972,S00001157,3,45
SL0008973,S00001157,4,35
SL0008974,S00001157,5,30
SL0008975,S00001157,6,35
SL0008976,S00001157,7,35
SL0008977,S00001157,8,35
SL0008978,S00001158,1,20
SL0008979,S00001158,2,45
SL0008980,S00001158,3,35
SL0008981,S00001158,4,50
SL0008982,S00001158,5,35
SL0008983,S00001158,6,35
SL0008984,S00001158,7,35
SL0008985,S00001158,8,35
SL0008986,S00001159,1,30
SL0008987,S00001159,2,20
SL0008988,S00001159,3,35
SL0008989,S00001159,4,35
SL0008990,S00001159,5,20
SL0008991,S00001160,1,20
SL0008992,S00001160,2,45
SL0008993,S00001160,3,35
SL0008994,S00001160,4,50
SL0008995,S00001160,5,45
SL0008996,S00001160,6,50
SL0008997,S00001160,7,30
SL0008998,S00001160,8,20
SL0008999,S00001160,9,30
SL0009000,S00001160,10,45
SL0009001,S00001161,1,50
SL0009002,S00001161,2,45
SL0009003,S00001161,3,20
SL0009004,S00001161,4,45
SL0009005,S00001161,5,45
SL0009006,S00001161,6,35
SL0009007,S00001161,7,45
SL0009008,S00001161,8,35
SL0009009,S00001162,1,45
SL0009010,S00001162,2,50
SL0009011,S00001162,3,35
SL0009012,S00001162,4,20
SL0009013,S00001162,5,50
SL0009014,S00001163,1,50
SL0009015,S00001163,2,35
SL0009016,S00001163,3,20
SL0009017,S00001163,4,50
SL0009018,S00001163,5,35
SL0009019,S00001164,1,45
SL0009020,S00001164,2,50
SL0009021,S00001164,3,20
SL0009022,S00001164,4,45
SL0009023,S00001164,5,30
SL0009024,S00001164,6,50
SL0009025,S00001164,7,45
SL0009026,S00001164,8,20
SL0009027,S00001164,9,30
SL0009028,S00001164,10,30
SL0009029,S00001165,1,50
SL0009030,S00001165,2,50
SL0009031,S00001165,3,30
SL0009032,S00001165,4,45
SL0009033,S00001165,5,20
SL0009034,S00001165,6,30
SL0009035,S00001165,7,50
SL0009036,S00001165,8,45
SL0009037,S00001165,9,30
SL0009038,S00001165,10,45
SL0009039,S00001166,1,30
SL0009040,S00001166,2,35
SL0009041,S00001166,3,50
SL0009042,S00001166,4,35
SL0009043,S00001166,5,35
SL0009044,S00001166,6,45
SL0009045,S00001166,7,50
SL0009046,S00001166,8,20
SL0009047,S00001167,1,20
SL0009048,S00001167,2,50
SL0009049,S00001167,3,45
SL0009050,S00001167,4,20
SL0009051,S00001167,5,45
SL0009052,S00001168,1,45
SL0009053,S00001168,2,45
SL0009054,S00001168,3,45
SL0009055,S00001168,4,45
SL0009056,S00001168,5,50
SL0009057,S00001169,1,50
SL0009058,S00001169,2,30
SL0009059,S00001169,3,45
SL0009060,S00001169,4,20
SL0009061,S00001169,5,50
SL0009062,S00001169,6,20
SL0009063,S00001169,7,45
SL0009064,S00001169,8,35
SL0009065,S00001170,1,35
SL0009066,S00001170,2,30
SL0009067,S00001170,3,20
SL0009068,S00001170,4,35
SL0009069,S00001170,5,30
SL0009070,S00001170,6,35
SL0009071,S00001170,7,50
SL0009072,S00001170,8,45
SL0009073,S00001171,1,45
SL0009074,S00001171,2,30
SL0009075,S00001171,3,30
SL0009076,S00001171,4,50
SL0009077,S00001171,5,35
SL0009078,S00001171,6,20
SL0009079,S00001171,7,20
SL0009080,S00001171,8,30
SL0009081,S00001172,1,30
SL0009082,S00001172,2,45
SL0009083,S00001172,3,30
SL0009084,S00001172,4,35
SL0009085,S00001172,5,50
SL0009086,S00001172,6,45
SL0009087,S00001172,7,45
SL0009088,S00001172,8,20
SL0009089,S00001173,1,30
SL0009090,S00001173,2,20
SL0009091,S00001173,3,35
SL0009092,S00001173,4,35
SL0009093,S00001173,5,45
SL0009094,S00001173,6,20
SL0009095,S00001173,7,20
SL0009096,S00001173,8,45
SL0009097,S00001174,1,50
SL0009098,S00001174,2,35
SL0009099,S00001174,3,35
SL0009100,S00001174,4,20
SL0009101,S00001174,5,30
SL0009102,S00001174,6,35
SL0009103,S00001174,7,50
SL0009104,S00001174,8,30
SL0009105,S00001174,9,45
SL0009106,S00001174,10,35
SL0009107,S00001175,1,35
SL0009108,S00001175,2,45
SL0009109,S00001175,3,45
SL0009110,S00001175,4,50
SL0009111,S00001175,5,35
SL0009112,S00001175,6,35
SL0009113,S00001175,7,45
SL0009114,S00001175,8,35
SL0009115,S00001175,9,35
SL0009116,S00001175,10,35
SL0009117,S00001176,1,45
SL0009118,S00001176,2,35
SL0009119,S00001176,3,30
SL0009120,S00001176,4,50
SL0009121,S00001176,5,30
SL0009122,S00001176,6,30
SL0009123,S00001176,7,20
SL0009124,S00001176,8,50
SL0009125,S00001177,1,50
SL0009126,S00001177,2,45
SL0009127,S00001177,3,30
SL0009128,S00001177,4,35
SL0009129,S00001177,5,45
SL0009130,S00001177,6,50
SL0009131,S00001177,7,20
SL0009132,S00001177,8,35
SL0009133,S00001178,1,30
SL0009134,S00001178,2,50
SL0009135,S00001178,3,50
SL0009136,S00001178,4,45
SL0009137,S00001178,5,30
SL0009138,S00001179,1,45
SL0009139,S00001179,2,35
SL0009140,S00001179,3,35
SL0009141,S00001179,4,45
SL0009142,S00001179,5,35
SL0009143,S00001179,6,35
SL0009144,S00001179,7,35
SL0009145,S00001179,8,30
SL0009146,S00001179,9,35
SL0009147,S00001179,10,20
SL0009148,S00001180,1,35
SL0009149,S00001180,2,50
SL0009150,S00001180,3,35
SL0009151,S00001180,4,45
SL0009152,S00001180,5,45
SL0009153,S00001180,6,30
SL0009154,S00001180,7,20
SL0009155,S00001180,8,30
SL0009156,S00001180,9,50
SL0009157,S00001180,10,30
SL0009158,S00001181,1,35
SL0009159,S00001181,2,50
SL0009160,S00001181,3,50
SL0009161,S00001181,4,45
SL0009162,S00001181,5,50
SL0009163,S00001182,1,45
SL0009164,S00001182,2,20
SL0009165,S00001182,3,30
SL0009166,S00001182,4,35
SL0009167,S00001182,5,35
SL0009168,S00001182,6,50
SL0009169,S00001182,7,45
SL0009170,S00001182,8,45
SL0009171,S00001183,1,35
SL0009172,S00001183,2,35
SL0009173,S00001183,3,50
SL0009174,S00001183,4,50
SL0009175,S00001183,5,20
SL0009176,S00001183,6,30
SL0009177,S00001183,7,35
SL0009178,S00001183,8,45
SL0009179,S00001184,1,30
SL0009180,S00001184,2,30
SL0009181,S00001184,3,35
SL0009182,S00001184,4,20
SL0009183,S00001184,5,20
SL0009184,S00001184,6,30
SL0009185,S00001184,7,50
SL0009186,S00001184,8,50
SL0009187,S00001184,9,45
SL0009188,S00001184,10,45
SL0009189,S00001185,1,45
SL0009190,S00001185,2,45
SL0009191,S00001185,3,50
SL0009192,S00001185,4,50
SL0009193,S00001185,5,50
SL0009194,S00001185,6,20
SL0009195,S00001185,7,50
SL0009196,S00001185,8,35
SL0009197,S00001185,9,30
SL0009198,S00001185,10,50
SL0009199,S00001186,1,20
SL0009200,S00001186,2,50
SL0009201,S00001186,3,45
SL0009202,S00001186,4,20
SL0009203,S00001186,5,30
SL0009204,S00001187,1,20
SL0009205,S00001187,2,20
SL0009206,S00001187,3,50
SL0009207,S00001187,4,45
SL0009208,S00001187,5,20
SL0009209,S00001187,6,35
SL0009210,S00001187,7,50
SL0009211,S00001187,8,35
SL0009212,S00001188,1,30
SL0009213,S00001188,2,35
SL0009214,S00001188,3,50
SL0009215,S00001188,4,45
SL0009216,S00001188,5,35
SL0009217,S00001189,1,45
SL0009218,S00001189,2,20
SL0009219,S00001189,3,35
SL0009220,S00001189,4,45
SL0009221,S00001189,5,35
SL0009222,S00001190,1,30
SL0009223,S00001190,2,35
SL0009224,S00001190,3,45
SL0009225,S00001190,4,35
SL0009226,S00001190,5,30
SL0009227,S00001190,6,45
SL0009228,S00001190,7,50
SL0009229,S00001190,8,20
SL0009230,S00001190,9,30
SL0009231,S00001190,10,20
SL0009232,S00001191,1,20
SL0009233,S00001191,2,20
SL0009234,S00001191,3,45
SL0009235,S00001191,4,20
SL0009236,S00001191,5,45
SL0009237,S00001192,1,45
SL0009238,S00001192,2,20
SL0009239,S00001192,3,35
SL0009240,S00001192,4,35
SL0009241,S00001192,5,30
SL0009242,S00001192,6,20
SL0009243,S00001192,7,35
SL0009244,S00001192,8,35
SL0009245,S00001193,1,30
SL0009246,S00001193,2,20
SL0009247,S00001193,3,30
SL0009248,S00001193,4,20
SL0009249,S00001193,5,50
SL0009250,S00001193,6,45
SL0009251,S00001193,7,45
SL0009252,S00001193,8,35
SL0009253,S00001193,9,50
SL0009254,S00001193,10,35
SL0009255,S00001194,1,50
SL0009256,S00001194,2,50
SL0009257,S00001194,3,30
SL0009258,S00001194,4,30
SL0009259,S00001194,5,35
SL0009260,S00001194,6,30
SL0009261,S00001194,7,35
SL0009262,S00001194,8,35
SL0009263,S00001194,9,50
SL0009264,S00001194,10,45
SL0009265,S00001195,1,45
SL0009266,S00001195,2,20
SL0009267,S00001195,3,50
SL0009268,S00001195,4,45
SL0009269,S00001195,5,35
SL0009270,S00001196,1,30
SL0009271,S00001196,2,30
SL0009272,S00001196,3,35
SL0009273,S00001196,4,30
SL0009274,S00001196,5,50
SL0009275,S00001197,1,30
SL0009276,S00001197,2,45
SL0009277,S00001197,3,30
SL0009278,S00001197,4,20
SL0009279,S00001197,5,35
SL0009280,S00001198,1,20
SL0009281,S00001198,2,45
SL0009282,S00001198,3,20
SL0009283,S00001198,4,35
SL0009284,S00001198,5,20
SL0009285,S00001198,6,20
SL0009286,S00001198,7,20
SL0009287,S00001198,8,30
SL0009288,S00001199,1,30
SL0009289,S00001199,2,20
SL0009290,S00001199,3,30
SL0009291,S00001199,4,35
SL0009292,S00001199,5,20
SL0009293,S00001199,6,45
SL0009294,S00001199,7,30
SL0009295,S00001199,8,35
SL0009296,S00001200,1,45
SL0009297,S00001200,2,45
SL0009298,S00001200,3,35
SL0009299,S00001200,4,20
SL0009300,S00001200,5,50
SL0009301,S00001201,1,35
SL0009302,S00001201,2,50
SL0009303,S00001201,3,30
SL0009304,S00001201,4,50
SL0009305,S00001201,5,30
SL0009306,S00001201,6,35
SL0009307,S00001201,7,50
